model_gene	browser_gene
NP_385038_1	SMc00025
NP_435600_1	SMa0670
NP_385293_1	SMc00618
NP_384239_1	SMc04119
NP_386953_1	SMc03925
NP_386767_1	SMc00711
NP_384359_1	SMc00333
NP_384330_1	SMc02899
NP_387446_1	SMc02795
NP_386716_1	SMc02435
NP_385941_1	SMc00172
NP_385290_1	SMc00615
NP_384964_1	SMc00993
NP_384133_1	SMc02767
NP_385525_1	SMc01004
NP_384156_1	SMc02568
NP_385878_1	SMc00495
NP_436532_1	SMa2379
NP_385885_1	SMc00488
NP_385879_1	SMc00494
NP_385880_1	SMc00493
NP_384158_1	SMc02570
NP_386454_1	SMc02686
NP_385227_1	SMc00551
NP_386837_1	SMc00640
NP_386225_1	SMc01494
NP_385228_1	SMc00552
NP_437512_1	SM_b21532
NP_385688_1	SMc01209
NP_435605_1	SMa0678
NP_384820_1	SMc00770
NP_384175_1	SMc02588
NP_386370_1	SMc01652
NP_384821_1	SMc00771
NP_386350_1	SMc01632
NP_436811_1	SM_b20281
NP_386372_1	SMc01654
NP_436813_1	SM_b20283
NP_386373_1	SMc01655
NP_384822_1	SMc00772
NP_386371_1	SMc01653
NP_384823_1	SMc00773
NP_436906_1	SM_b20380
NP_436212_1	SMa1751
NP_436438_1	SMa2209
NP_436214_1	SMa1754
NP_436215_1	SMa1755
NP_436213_2	SMa1753
NP_386895_1	SMc04005
NP_386957_1	SMc03929
NP_385059_1	SMc00034
NP_385200_1	SMc02601
NP_436731_1	SM_b20198
NP_436730_1	SM_b20197
NP_385321_1	SMc01777
NP_386327_1	SMc01609
NP_385317_1	SMc01773
NP_384523_1	SMc01103
NP_386544_1	SMc01503
NP_436331_2	SMa1976
NP_436919_1	SM_b20393
NP_386651_1	SMc02033
NP_386649_1	SMc02031
NP_436025_1	SMa1427
NP_437688_1	SM_b20855
NP_437133_1	SM_b21019
NP_437791_1	SM_b21423
NP_437965_1	SM_b20718
NP_384733_1	SMc02321
NP_437307_1	SM_b21263
NP_437306_1	SM_b21262
NP_437305_1	SM_b21261
NP_385661_1	SMc01237
NP_386368_1	SMc01650
NP_436728_1	SM_b20195
NP_385962_1	SMc00152
NP_386331_1	SMc01613
NP_436897_1	SM_b20371
NP_385839_1	SMc00532
NP_385838_1	SMc00533
NP_385106_1	SMc00118
NP_385840_1	SMc00531
NP_385841_1	SMc00530
NP_385836_1	SMc00301
NP_437268_1	SM_b21224
NP_385049_1	SMc00091
NP_385048_1	SMc00090
NP_385460_1	SMc01311
NP_435714_1	SMa0855
NP_385204_1	SMc02661
NP_437686_1	SM_b20853
NP_386632_1	SMc01992
NP_384531_1	SMc01096
NP_385589_1	SMc02113
NP_435931_1	SMa1255
NP_385514_1	SMc01256
NP_436276_1	SMa1872
NP_385497_1	SMc01273
NP_436711_2	SM_b20171
NP_385575_1	SMc01053
NP_384109_1	SMc02791
NP_386783_1	SMc00695
NP_384182_1	SMc02595
NP_386279_1	SMc01869
NP_384763_1	SMc03025
NP_385903_1	SMc00476
NP_436610_1	SM_b20070
NP_436790_1	SM_b20260
NP_386114_1	SMc04179
NP_385685_1	SMc01212
NP_385721_1	SMc01178
NP_385720_1	SMc01179
NP_436411_1	SMa2139
NP_435373_1	SMa0237
NP_436904_1	SM_b20378
NP_386611_1	SMc01971
NP_437226_1	SM_b21107
NP_437807_1	SM_b21438
NP_387161_1	SMc02480
NP_384801_1	SMc03061
NP_384803_1	SMc03063
NP_384802_1	SMc03062
NP_437796_1	SM_b21428
NP_437441_1	SM_b21325
NP_437443_1	SM_b21327
NP_435374_1	SMa0241
NP_384455_1	SMc00430
NP_437442_1	SM_b21326
NP_437115_1	SM_b20832
NP_436774_1	SM_b20244
NP_384918_1	SMc00892
NP_384539_3	SMc01732
NP_385847_1	SMc00524
NP_385342_1	SMc01797
NP_386918_1	SMc04029
NP_386421_1	SMc01564
NP_385734_1	SMc00936
NP_387157_1	SMc02484
NP_437711_1	SM_b20877
NP_438069_1	SM_b20617
NP_385804_1	SMc00270
NP_436733_1	SM_b20200
NP_385803_1	SMc00269
NP_386676_1	SMc02342
NP_386233_1	SMc01444
NP_437550_1	SM_b21570
NP_438070_1	SM_b20618
NP_385544_1	SMc01023
NP_386332_1	SMc01614
NP_384466_1	SMc01159
NP_436286_1	SMa1891
NP_387340_1	SMc03851
NP_385673_1	SMc01224
NP_435371_1	SMa0233
NP_384135_1	SMc02765
NP_384134_1	SMc02766
NP_435518_1	SMa0516
NP_437926_1	SM_b20679
NP_386772_1	SMc00706
NP_385609_1	SMc02093
NP_386287_1	SMc01861
NP_385611_1	SMc02091
NP_384715_1	SMc02305
NP_386282_1	SMc01866
NP_386284_1	SMc01864
NP_386281_1	SMc01867
NP_386280_1	SMc01868
NP_384434_1	SMc00408
NP_384662_1	SMc02252
NP_437605_1	SM_b20942
NP_436981_1	SM_b20459
NP_436775_1	SM_b20245
NP_386853_1	SMc03963
NP_437171_1	SM_b21052
NP_437170_1	SM_b21051
NP_385188_1	SMc02641
NP_437924_1	SM_b20677
NP_436060_1	SMa1495
NP_386286_1	SMc01862
NP_386273_1	SMc01875
NP_385603_1	SMc02099
NP_386052_1	SMc04284
NP_387447_1	SMc02794
NP_386559_1	SMc01820
NP_384237_1	SMc04121
NP_436674_1	SM_b20134
NP_437369_1	SM_b21163
NP_386579_1	SMc01939
NP_386581_1	SMc01941
NP_386576_1	SMc01837
NP_438056_1	SM_b20604
NP_438057_1	SM_b20605
NP_438053_1	SM_b21707
NP_438054_1	SM_b20602
NP_438055_1	SM_b20603
NP_437706_1	SM_b20872
NP_437708_1	SM_b20874
NP_385942_1	SMc00171
NP_387129_1	SMc02512
NP_387000_1	SMc03163
NP_386675_1	SMc02341
NP_386668_1	SMc02335
NP_437019_1	SM_b20497
NP_436578_1	SM_b20035
NP_435378_1	SMa0249
NP_436878_1	SM_b20352
NP_437728_1	SM_b20894
NP_437738_1	SM_b20902
NP_437727_1	SM_b20893
NP_387302_1	SMc03813
NP_386021_1	SMc04245
NP_386019_1	SMc04243
NP_386020_1	SMc04244
