model_gene	browser_gene
NP_745334_1	PP_3190
NP_743025_2	PP_0864
NP_744926_1	PP_2782
NP_744848_1	PP_2704
NP_747392_1	PP_5291
NP_743841_1	PP_1684
NP_743539_1	PP_1380
NP_744611_1	PP_2463
NP_742381_1	PP_0213
NP_746535_1	PP_4422
NP_744636_1	PP_2488
NP_743416_1	PP_1256
NP_747050_1	PP_4947
NP_747196_1	PP_5095
NP_744478_1	PP_2329
NP_745422_1	PP_3279
NP_745414_1	PP_3271
NP_745415_1	PP_3272
NP_746809_1	PP_4700
NP_743493_1	PP_1334
NP_747448_1	PP_5347
NP_746764_1	PP_4655
NP_746765_1	PP_4656
NP_745808_1	PP_3672
NP_745965_1	PP_3835
NP_747467_1	PP_5366
NP_742506_1	PP_0339
NP_742505_1	PP_0338
NP_743290_1	PP_1129
NP_743594_1	PP_1436
NP_742569_1	PP_0402
NP_747458_1	PP_5357
NP_747038_1	PP_4935
NP_744266_1	PP_2117
NP_746701_1	PP_4592
NP_745715_1	PP_3578
NP_746824_1	PP_4716
NP_747256_1	PP_5155
NP_747066_1	PP_4963
NP_743184_1	PP_1023
NP_744171_1	PP_2021
NP_745516_1	PP_3376
NP_742264_1	PP_0094
NP_742582_1	PP_0416
NP_744204_1	PP_2054
NP_747157_1	PP_5056
NP_743933_1	PP_1777
NP_742683_1	PP_0520
NP_746217_1	PP_4097
NP_745418_1	PP_3275
NP_745417_1	PP_3274
NP_745419_1	PP_3276
NP_745420_1	PP_3277
NP_745421_1	PP_3278
NP_747107_1	PP_5005
NP_747105_1	PP_5003
NP_744123_1	PP_1972
NP_746542_1	PP_4429
NP_747376_1	PP_5275
NP_746601_1	PP_4490
NP_746606_1	PP_4495
NP_746603_1	PP_4492
NP_743532_1	PP_1373
NP_742315_1	PP_0145
NP_747427_1	PP_5326
NP_744802_1	PP_2658
NP_744800_1	PP_2656
NP_744803_1	PP_2659
NP_747429_2	PP_5328
NP_747430_1	PP_5329
NP_744801_1	PP_2657
NP_747428_1	PP_5327
NP_747389_1	PP_5288
NP_746674_1	PP_4565
NP_742604_1	PP_0438
NP_746634_1	PP_4524
NP_742701_1	PP_0538
NP_745057_1	PP_2913
NP_745465_1	PP_3322
NP_743662_1	PP_1505
NP_747386_1	PP_5285
NP_742324_1	PP_0154
NP_747403_1	PP_5302
NP_747318_1	PP_5217
NP_743908_1	PP_1752
NP_743926_1	PP_1770
NP_742895_1	PP_0734
NP_742597_1	PP_0431
NP_744232_1	PP_2082
NP_746928_1	PP_4823
NP_743822_1	PP_1665
NP_744145_1	PP_1995
NP_747115_1	PP_5014
NP_743400_1	PP_1240
NP_747116_1	PP_5015
NP_745804_1	PP_3668
NP_743198_1	PP_1037
NP_742459_1	PP_0292
NP_744918_1	PP_2774
NP_744919_2	PP_2775
NP_743220_1	PP_1059
NP_747132_1	PP_5031
NP_745058_1	PP_2914
NP_747049_2	PP_4946
NP_747351_1	PP_5250
NP_742883_1	PP_0722
NP_744888_1	PP_2744
NP_747011_1	PP_4908
NP_747248_1	PP_5147
NP_742426_1	PP_0259
NP_747012_1	PP_4909
NP_746786_1	PP_4677
NP_745800_1	PP_3664
NP_742935_1	PP_0774
NP_747224_1	PP_5123
NP_743640_1	PP_1482
NP_743641_1	PP_1483
NP_743644_1	PP_1486
NP_743642_1	PP_1484
NP_742579_1	PP_0413
NP_742580_1	PP_0414
NP_747281_1	PP_5180
NP_742577_1	PP_0411
NP_747283_1	PP_5182
NP_747280_1	PP_5179
NP_747278_1	PP_5177
NP_745947_1	PP_3817
NP_747279_1	PP_5178
NP_742578_1	PP_0412
NP_743389_1	PP_1229
NP_743521_1	PP_1362
NP_746417_1	PP_4301
NP_743877_1	PP_1720
NP_744554_1	PP_2406
NP_745707_2	PP_3570
NP_743391_1	PP_1231
NP_744202_1	PP_2052
NP_745060_1	PP_2916
NP_742680_1	PP_0517
NP_742678_1	PP_0515
NP_744606_1	PP_2458
NP_745367_1	PP_3224
NP_744607_1	PP_2459
NP_744604_1	PP_2456
NP_744603_1	PP_2455
NP_744602_1	PP_2454
NP_743339_1	PP_1179
NP_743337_1	PP_1177
NP_746335_1	PP_4218
NP_742581_2	PP_0415
NP_747251_1	PP_5150
NP_747451_1	PP_5350
NP_743483_1	PP_1323
NP_746588_1	PP_4477
NP_743464_1	PP_1304
NP_743463_1	PP_1303
NP_742618_1	PP_0452
NP_742372_1	PP_0203
NP_743682_1	PP_1525
NP_743745_1	PP_1588
NP_745918_1	PP_3788
NP_742396_2	PP_0228
NP_743271_2	PP_1110
NP_743001_1	PP_0840
NP_743148_1	PP_0987
NP_745288_1	PP_3144
NP_742464_1	PP_0297
NP_746543_1	PP_4430
NP_745074_1	PP_2930
NP_745584_1	PP_3446
NP_747250_1	PP_5149
NP_745725_1	PP_3589
NP_744591_1	PP_2443
NP_743774_1	PP_1617
NP_746586_1	PP_4475
NP_746589_1	PP_4478
NP_746129_1	PP_3999
NP_745146_1	PP_3002
NP_745898_2	PP_3768
NP_742244_1	PP_0074
NP_744752_1	PP_2608
NP_747180_1	PP_5079
NP_743616_1	PP_1458
NP_746480_3	PP_4366
NP_745123_1	PP_2979
YP_009237129_1	PP_4112
NP_746061_1	PP_3931
NP_742650_1	PP_0484
NP_743858_1	PP_1701
NP_747033_1	PP_4930
NP_744022_1	PP_1867
NP_745295_1	PP_3151
NP_743304_1	PP_1143
NP_745375_1	PP_3232
NP_743329_1	PP_1169
NP_746309_1	PP_4192
NP_746310_1	PP_4193
NP_746308_1	PP_4191
NP_746307_1	PP_4190
NP_746302_1	PP_4185
NP_746303_1	PP_4186
NP_746737_1	PP_4628
NP_744520_1	PP_2371
NP_743021_1	PP_0860
NP_743566_1	PP_1407
NP_747269_1	PP_5168
NP_747272_1	PP_5171
NP_747271_1	PP_5170
NP_747270_1	PP_5169
NP_744317_1	PP_2168
NP_742398_1	PP_0230
NP_742338_1	PP_0169
NP_746577_1	PP_4466
NP_742432_1	PP_0265
NP_743938_1	PP_1782
NP_743940_1	PP_1784
NP_742664_1	PP_0500
NP_743941_1	PP_1785
NP_743935_1	PP_1779
NP_743331_1	PP_1171
NP_744055_1	PP_1900
NP_743687_1	PP_1530
NP_743395_1	PP_1235
NP_742488_1	PP_0321
NP_745335_1	PP_3191
NP_745165_1	PP_3021
NP_742682_1	PP_0519
NP_747068_1	PP_4965
NP_744634_1	PP_2486
NP_747242_1	PP_5141
NP_745330_1	PP_3186
NP_747146_1	PP_5045
NP_746823_1	PP_4715
NP_742947_1	PP_0786
NP_744588_1	PP_2440
NP_747170_1	PP_5069
NP_742252_1	PP_0082
NP_742253_1	PP_0083
NP_746415_1	PP_4299
NP_745766_1	PP_3630
NP_743758_1	PP_1601
NP_743491_1	PP_1332
NP_743760_1	PP_1603
NP_743125_1	PP_0964
NP_743496_1	PP_1337
NP_743494_1	PP_1335
NP_743497_1	PP_1338
NP_744059_1	PP_1904
NP_745006_1	PP_2862
NP_743752_1	PP_1595
NP_745273_1	PP_3129
NP_743958_1	PP_1803
NP_742665_1	PP_0501
NP_745070_1	PP_2926
NP_743448_1	PP_1288
NP_746404_1	PP_4288
NP_743492_1	PP_1333
NP_743502_1	PP_1343
NP_742710_1	PP_0547
NP_743750_1	PP_1593
NP_742204_1	PP_0034
NP_744240_1	PP_2090
NP_742357_1	PP_0188
NP_742356_1	PP_0187
NP_747175_1	PP_5074
NP_742776_1	PP_0614
NP_747099_1	PP_4997
NP_745381_1	PP_3238
NP_742907_1	PP_0746
NP_746406_1	PP_4290
NP_742906_1	PP_0745
NP_746163_1	PP_4035
NP_747134_1	PP_5033
NP_744987_1	PP_2843
NP_744988_1	PP_2844
NP_744989_1	PP_2845
NP_746947_2	PP_4842
NP_746950_1	PP_4845
NP_746948_1	PP_4843
NP_746949_1	PP_4844
NP_746946_1	PP_4841
NP_746403_1	PP_4287
NP_746401_1	PP_4285
NP_746620_1	PP_4510
NP_745046_1	PP_2902
NP_745871_1	PP_3740
NP_745497_1	PP_3357
NP_745868_1	PP_3736
NP_745869_1	PP_3737
NP_745352_1	PP_3208
NP_747366_1	PP_5265
NP_742287_1	PP_0117
NP_742288_1	PP_0118
NP_742290_1	PP_0120
